id,round,labels,llm_ranks,chaosnli_ranks,kendall_tau
100136e,round_1,"e,n,c","[1, 1, 2]","[1, 2, 2]",0.49999999999999994
100349e,round_1,"e,n,c","[2, 1, 2]","[1, 2, 3]",0.0
100768n,round_1,"e,n,c","[1, 1, 2]","[1, 2, 3]",0.816496580927726
100792c,round_1,"e,n,c","[3, 1, 2]","[2, 2, 1]",0.0
100895c,round_1,"e,n,c","[3, 1, 2]","[2, 1, 2]",0.816496580927726
10119e,round_1,"e,n,c","[1, 1, 1]","[2, 1, 2]",
101245n,round_1,"e,n,c","[3, 1, 2]","[2, 1, 3]",0.33333333333333337
101253c,round_1,"e,n,c","[3, 1, 2]","[2, 1, 1]",0.816496580927726
101525c,round_1,"e,n,c","[3, 1, 2]","[2, 1, 2]",0.816496580927726
102075c,round_1,"e,n,c","[3, 1, 2]","[2, 1, 2]",0.816496580927726
10229n,round_1,"e,n,c","[3, 1, 2]","[2, 1, 2]",0.816496580927726
102563n,round_1,"e,n,c","[2, 1, 1]","[2, 1, 1]",0.9999999999999999
102817c,round_1,"e,n,c","[3, 1, 2]","[2, 1, 2]",0.816496580927726
102857n,round_1,"e,n,c","[2, 1, 1]","[1, 2, 2]",-0.9999999999999999
103169n,round_1,"e,n,c","[1, 1, 1]","[1, 2, 2]",
103354n,round_1,"e,n,c","[2, 1, 2]","[2, 1, 3]",0.816496580927726
103364n,round_1,"e,n,c","[2, 1, 2]","[1, 2, 2]",-0.49999999999999994
103431n,round_1,"e,n,c","[1, 1, 1]","[1, 1, 2]",
103559e,round_1,"e,n,c","[1, 1, 2]","[1, 3, 2]",0.0
104412e,round_1,"e,n,c","[1, 2, 3]","[1, 2, 2]",0.816496580927726
104805e,round_1,"e,n,c","[3, 1, 2]","[1, 1, 2]",0.0
105179c,round_1,"e,n,c","[3, 1, 2]","[3, 2, 1]",0.33333333333333337
105196n,round_1,"e,n,c","[3, 1, 2]","[1, 1, 2]",0.0
10547c,round_1,"e,n,c","[2, 1, 1]","[2, 2, 1]",0.49999999999999994
105561e,round_1,"e,n,c","[2, 1, 3]","[3, 2, 1]",-0.33333333333333337
105769c,round_1,"e,n,c","[3, 1, 2]","[2, 2, 1]",0.0
105911c,round_1,"e,n,c","[2, 1, 2]","[1, 1, 2]",0.49999999999999994
106013c,round_1,"e,n,c","[2, 1, 1]","[2, 2, 1]",0.49999999999999994
106390n,round_1,"e,n,c","[2, 1, 1]","[1, 2, 3]",-0.816496580927726
10724n,round_1,"e,n,c","[2, 1, 1]","[2, 1, 2]",0.49999999999999994
107252c,round_1,"e,n,c","[3, 2, 1]","[2, 1, 2]",0.0
107399c,round_1,"e,n,c","[3, 1, 2]","[2, 1, 1]",0.816496580927726
1073c,round_1,"e,n,c","[3, 1, 2]","[2, 1, 2]",0.816496580927726
107468n,round_1,"e,n,c","[3, 1, 2]","[2, 1, 2]",0.816496580927726
108027n,round_1,"e,n,c","[3, 1, 2]","[2, 1, 2]",0.816496580927726
108624c,round_1,"e,n,c","[3, 1, 2]","[2, 2, 1]",0.0
10916n,round_1,"e,n,c","[1, 1, 2]","[1, 2, 2]",0.49999999999999994
109278n,round_1,"e,n,c","[3, 1, 2]","[2, 2, 1]",0.0
109679n,round_1,"e,n,c","[1, 2, 3]","[1, 2, 2]",0.816496580927726
109876n,round_1,"e,n,c","[1, 2, 1]","[2, 1, 1]",-0.49999999999999994
110061n,round_1,"e,n,c","[2, 1, 1]","[2, 1, 2]",0.49999999999999994
110234e,round_1,"e,n,c","[2, 1, 3]","[1, 2, 3]",0.33333333333333337
111243n,round_1,"e,n,c","[3, 1, 2]","[1, 2, 2]",-0.816496580927726
111338c,round_1,"e,n,c","[3, 1, 2]","[3, 2, 1]",0.33333333333333337
111338e,round_1,"e,n,c","[2, 1, 3]","[2, 1, 3]",1.0
111680e,round_1,"e,n,c","[1, 2, 3]","[1, 2, 2]",0.816496580927726
111693e,round_1,"e,n,c","[3, 1, 2]","[3, 1, 2]",1.0
112349c,round_1,"e,n,c","[3, 1, 2]","[2, 2, 1]",0.0
112402c,round_1,"e,n,c","[3, 1, 2]","[3, 1, 2]",1.0
112547n,round_1,"e,n,c","[2, 1, 1]","[2, 1, 2]",0.49999999999999994
11297c,round_1,"e,n,c","[3, 1, 2]","[2, 2, 1]",0.0
113039e,round_1,"e,n,c","[2, 1, 2]","[1, 1, 2]",0.49999999999999994
11303n,round_1,"e,n,c","[3, 2, 1]","[1, 1, 2]",-0.816496580927726
113193n,round_1,"e,n,c","[2, 1, 1]","[2, 1, 2]",0.49999999999999994
11362e,round_1,"e,n,c","[3, 1, 2]","[3, 2, 1]",0.33333333333333337
113644n,round_1,"e,n,c","[2, 1, 1]","[2, 1, 2]",0.49999999999999994
113668n,round_1,"e,n,c","[2, 1, 2]","[2, 1, 2]",0.9999999999999999
113967e,round_1,"e,n,c","[3, 1, 2]","[2, 1, 2]",0.816496580927726
114458e,round_1,"e,n,c","[2, 1, 2]","[1, 2, 2]",-0.49999999999999994
114492n,round_1,"e,n,c","[2, 1, 2]","[2, 1, 2]",0.9999999999999999
114971e,round_1,"e,n,c","[3, 1, 2]","[1, 2, 2]",-0.816496580927726
115247c,round_1,"e,n,c","[2, 1, 1]","[3, 1, 2]",0.816496580927726
11534n,round_1,"e,n,c","[1, 2, 2]","[2, 1, 2]",-0.49999999999999994
115821n,round_1,"e,n,c","[3, 2, 1]","[2, 1, 3]",-0.33333333333333337
11601n,round_1,"e,n,c","[3, 2, 1]","[2, 1, 2]",0.0
116059n,round_1,"e,n,c","[2, 1, 3]","[2, 1, 2]",0.816496580927726
116176c,round_1,"e,n,c","[2, 1, 1]","[1, 1, 2]",-0.49999999999999994
11618c,round_1,"e,n,c","[3, 1, 2]","[2, 2, 1]",0.0
117089n,round_1,"e,n,c","[2, 1, 1]","[2, 1, 2]",0.49999999999999994
117093n,round_1,"e,n,c","[1, 1, 2]","[1, 2, 3]",0.816496580927726
117177n,round_1,"e,n,c","[3, 1, 2]","[2, 1, 3]",0.33333333333333337
117576e,round_1,"e,n,c","[1, 1, 2]","[1, 2, 3]",0.816496580927726
117680c,round_1,"e,n,c","[3, 1, 2]","[2, 2, 1]",0.0
117892n,round_1,"e,n,c","[1, 2, 2]","[2, 1, 2]",-0.49999999999999994
118403n,round_1,"e,n,c","[3, 1, 2]","[2, 1, 1]",0.816496580927726
118415n,round_1,"e,n,c","[2, 1, 1]","[2, 1, 3]",0.0
118460n,round_1,"e,n,c","[1, 2, 3]","[2, 1, 2]",0.0
118999n,round_1,"e,n,c","[2, 2, 1]","[2, 1, 2]",-0.49999999999999994
11971n,round_1,"e,n,c","[3, 2, 1]","[1, 1, 2]",-0.816496580927726
119768n,round_1,"e,n,c","[2, 1, 1]","[2, 1, 2]",0.49999999999999994
120070n,round_1,"e,n,c","[1, 1, 1]","[2, 2, 1]",
120149c,round_1,"e,n,c","[2, 1, 1]","[2, 2, 1]",0.49999999999999994
120323n,round_1,"e,n,c","[2, 1, 2]","[1, 3, 2]",-0.816496580927726
120896n,round_1,"e,n,c","[2, 1, 3]","[1, 2, 2]",0.0
120955n,round_1,"e,n,c","[2, 1, 1]","[2, 1, 2]",0.49999999999999994
121360c,round_1,"e,n,c","[2, 1, 1]","[2, 1, 2]",0.49999999999999994
121422c,round_1,"e,n,c","[2, 1, 2]","[3, 1, 2]",0.816496580927726
121910c,round_1,"e,n,c","[3, 1, 2]","[2, 1, 1]",0.816496580927726
121910e,round_1,"e,n,c","[3, 1, 2]","[1, 2, 3]",-0.33333333333333337
122062n,round_1,"e,n,c","[2, 1, 1]","[2, 1, 2]",0.49999999999999994
122322e,round_1,"e,n,c","[1, 2, 3]","[1, 2, 1]",0.0
122645n,round_1,"e,n,c","[3, 2, 1]","[2, 1, 2]",0.0
122928e,round_1,"e,n,c","[2, 1, 3]","[2, 1, 1]",0.0
123027n,round_1,"e,n,c","[2, 1, 1]","[1, 2, 3]",-0.816496580927726
123038e,round_1,"e,n,c","[2, 1, 3]","[1, 2, 2]",0.0
123267e,round_1,"e,n,c","[1, 1, 2]","[2, 1, 2]",0.49999999999999994
123703e,round_1,"e,n,c","[3, 1, 2]","[2, 2, 1]",0.0
123748n,round_1,"e,n,c","[1, 1, 2]","[1, 2, 3]",0.816496580927726
123751n,round_1,"e,n,c","[2, 1, 1]","[1, 1, 1]",
123891c,round_1,"e,n,c","[2, 1, 1]","[2, 1, 3]",0.0
124037n,round_1,"e,n,c","[3, 2, 1]","[2, 1, 2]",0.0
124590c,round_1,"e,n,c","[3, 1, 2]","[2, 2, 1]",0.0
124839c,round_1,"e,n,c","[3, 2, 1]","[3, 1, 2]",0.33333333333333337
124853e,round_1,"e,n,c","[3, 2, 1]","[1, 2, 2]",-0.816496580927726
125013e,round_1,"e,n,c","[3, 1, 2]","[1, 2, 2]",-0.816496580927726
125021c,round_1,"e,n,c","[3, 2, 1]","[3, 1, 2]",0.33333333333333337
125238c,round_1,"e,n,c","[2, 1, 1]","[2, 1, 2]",0.49999999999999994
12562n,round_1,"e,n,c","[2, 1, 2]","[2, 1, 2]",0.9999999999999999
125700e,round_1,"e,n,c","[3, 2, 1]","[1, 2, 2]",-0.816496580927726
12601n,round_1,"e,n,c","[2, 1, 1]","[2, 1, 2]",0.49999999999999994
126486n,round_1,"e,n,c","[1, 2, 2]","[1, 2, 3]",0.816496580927726
127073c,round_1,"e,n,c","[2, 1, 1]","[2, 1, 2]",0.49999999999999994
127290n,round_1,"e,n,c","[3, 1, 2]","[2, 1, 2]",0.816496580927726
127410n,round_1,"e,n,c","[2, 1, 2]","[1, 2, 2]",-0.49999999999999994
127809n,round_1,"e,n,c","[1, 2, 3]","[1, 2, 2]",0.816496580927726
12815n,round_1,"e,n,c","[2, 1, 3]","[1, 2, 3]",0.33333333333333337
128160n,round_1,"e,n,c","[1, 1, 1]","[2, 1, 3]",
128176e,round_1,"e,n,c","[1, 2, 2]","[2, 1, 2]",-0.49999999999999994
128542e,round_1,"e,n,c","[2, 1, 3]","[2, 1, 2]",0.816496580927726
129081e,round_1,"e,n,c","[2, 1, 1]","[3, 2, 1]",0.816496580927726
129081n,round_1,"e,n,c","[3, 1, 2]","[3, 1, 2]",1.0
129185n,round_1,"e,n,c","[2, 2, 1]","[1, 1, 2]",-0.9999999999999999
129464c,round_1,"e,n,c","[3, 1, 2]","[2, 1, 2]",0.816496580927726
129601e,round_1,"e,n,c","[1, 2, 3]","[1, 2, 2]",0.816496580927726
129601n,round_1,"e,n,c","[3, 2, 1]","[2, 2, 1]",0.816496580927726
130680e,round_1,"e,n,c","[2, 1, 3]","[1, 2, 2]",0.0
130869n,round_1,"e,n,c","[1, 1, 2]","[1, 1, 1]",
130928n,round_1,"e,n,c","[2, 1, 2]","[2, 1, 3]",0.816496580927726
131235c,round_1,"e,n,c","[2, 1, 1]","[2, 1, 1]",0.9999999999999999
131261n,round_1,"e,n,c","[2, 1, 3]","[2, 1, 2]",0.816496580927726
13133n,round_1,"e,n,c","[1, 1, 1]","[2, 1, 2]",
131623c,round_1,"e,n,c","[2, 1, 1]","[2, 1, 2]",0.49999999999999994
132019n,round_1,"e,n,c","[1, 1, 2]","[1, 2, 2]",0.49999999999999994
132516n,round_1,"e,n,c","[2, 1, 1]","[2, 1, 2]",0.49999999999999994
132525n,round_1,"e,n,c","[2, 1, 1]","[2, 1, 2]",0.49999999999999994
132539e,round_1,"e,n,c","[2, 1, 1]","[2, 3, 1]",0.0
133005n,round_1,"e,n,c","[2, 1, 1]","[3, 1, 2]",0.816496580927726
133243e,round_1,"e,n,c","[2, 1, 1]","[2, 1, 1]",0.9999999999999999
133274n,round_1,"e,n,c","[3, 2, 1]","[3, 1, 2]",0.33333333333333337
133597n,round_1,"e,n,c","[2, 1, 1]","[3, 1, 2]",0.816496580927726
13387e,round_1,"e,n,c","[3, 1, 2]","[1, 1, 2]",0.0
134103n,round_1,"e,n,c","[2, 1, 1]","[1, 2, 3]",-0.816496580927726
134217e,round_1,"e,n,c","[2, 1, 1]","[1, 1, 1]",
134356n,round_1,"e,n,c","[1, 1, 2]","[1, 2, 3]",0.816496580927726
134514c,round_1,"e,n,c","[3, 1, 2]","[2, 1, 1]",0.816496580927726
134655c,round_1,"e,n,c","[3, 1, 2]","[2, 2, 1]",0.0
135021n,round_1,"e,n,c","[1, 1, 1]","[2, 1, 2]",
135247c,round_1,"e,n,c","[3, 1, 2]","[3, 1, 2]",1.0
135251n,round_1,"e,n,c","[2, 1, 1]","[2, 1, 3]",0.0
135898c,round_1,"e,n,c","[2, 1, 2]","[2, 1, 2]",0.9999999999999999
136097n,round_1,"e,n,c","[2, 1, 1]","[1, 2, 3]",-0.816496580927726
136360e,round_1,"e,n,c","[1, 1, 2]","[1, 2, 2]",0.49999999999999994
136752e,round_1,"e,n,c","[2, 1, 2]","[1, 2, 2]",-0.49999999999999994
136752n,round_1,"e,n,c","[2, 1, 1]","[2, 1, 2]",0.49999999999999994
137319n,round_1,"e,n,c","[2, 1, 2]","[1, 2, 3]",0.0
13760n,round_1,"e,n,c","[3, 1, 2]","[2, 1, 2]",0.816496580927726
13765c,round_1,"e,n,c","[3, 1, 2]","[1, 1, 1]",
137715n,round_1,"e,n,c","[1, 1, 2]","[1, 2, 3]",0.816496580927726
138285n,round_1,"e,n,c","[1, 1, 2]","[2, 1, 3]",0.816496580927726
138448c,round_1,"e,n,c","[2, 1, 1]","[3, 2, 1]",0.816496580927726
138530e,round_1,"e,n,c","[1, 1, 1]","[1, 2, 3]",
138862c,round_1,"e,n,c","[3, 1, 2]","[2, 1, 2]",0.816496580927726
138966n,round_1,"e,n,c","[3, 1, 2]","[2, 1, 2]",0.816496580927726
13911n,round_1,"e,n,c","[2, 1, 1]","[2, 1, 2]",0.49999999999999994
139362e,round_1,"e,n,c","[2, 1, 1]","[2, 1, 2]",0.49999999999999994
139409e,round_1,"e,n,c","[1, 1, 2]","[1, 2, 2]",0.49999999999999994
139635n,round_1,"e,n,c","[1, 1, 2]","[2, 1, 3]",0.816496580927726
13964e,round_1,"e,n,c","[2, 2, 1]","[2, 1, 3]",-0.816496580927726
139836n,round_1,"e,n,c","[1, 1, 2]","[1, 2, 2]",0.49999999999999994
140005c,round_1,"e,n,c","[2, 1, 1]","[2, 2, 1]",0.49999999999999994
140782c,round_1,"e,n,c","[3, 2, 1]","[2, 2, 1]",0.816496580927726
141110n,round_1,"e,n,c","[1, 1, 2]","[2, 1, 2]",0.49999999999999994
14126e,round_1,"e,n,c","[1, 1, 2]","[2, 1, 2]",0.49999999999999994
141293e,round_1,"e,n,c","[1, 1, 1]","[1, 2, 3]",
141321n,round_1,"e,n,c","[3, 1, 2]","[2, 2, 1]",0.0
142430c,round_1,"e,n,c","[3, 1, 2]","[3, 2, 1]",0.33333333333333337
142604e,round_1,"e,n,c","[2, 2, 1]","[2, 1, 3]",-0.816496580927726
142643c,round_1,"e,n,c","[2, 1, 1]","[2, 2, 1]",0.49999999999999994
142729c,round_1,"e,n,c","[3, 1, 2]","[2, 2, 1]",0.0
14280n,round_1,"e,n,c","[2, 1, 1]","[3, 1, 2]",0.816496580927726
143789n,round_1,"e,n,c","[3, 1, 2]","[2, 2, 1]",0.0
14388e,round_1,"e,n,c","[2, 1, 1]","[2, 1, 2]",0.49999999999999994
144408n,round_1,"e,n,c","[3, 1, 2]","[3, 2, 1]",0.33333333333333337
14459n,round_1,"e,n,c","[1, 1, 1]","[2, 1, 2]",
144753c,round_1,"e,n,c","[3, 1, 2]","[3, 2, 1]",0.33333333333333337
144753e,round_1,"e,n,c","[1, 1, 2]","[1, 2, 3]",0.816496580927726
144753n,round_1,"e,n,c","[2, 1, 2]","[2, 1, 3]",0.816496580927726
145047e,round_1,"e,n,c","[2, 1, 2]","[2, 1, 2]",0.9999999999999999
145495c,round_1,"e,n,c","[3, 1, 2]","[2, 1, 2]",0.816496580927726
15100e,round_1,"e,n,c","[1, 1, 1]","[1, 2, 3]",
15537n,round_1,"e,n,c","[2, 1, 2]","[2, 1, 2]",0.9999999999999999
15771c,round_1,"e,n,c","[3, 2, 1]","[2, 2, 1]",0.816496580927726
16086n,round_1,"e,n,c","[2, 1, 1]","[2, 1, 3]",0.0
16494c,round_1,"e,n,c","[3, 1, 2]","[2, 2, 1]",0.0
16989c,round_1,"e,n,c","[3, 2, 1]","[2, 1, 2]",0.0
16996e,round_1,"e,n,c","[2, 1, 1]","[2, 1, 2]",0.49999999999999994
17179n,round_1,"e,n,c","[1, 2, 2]","[1, 1, 2]",0.49999999999999994
1735n,round_1,"e,n,c","[3, 1, 2]","[2, 2, 1]",0.0
17576n,round_1,"e,n,c","[2, 1, 1]","[2, 1, 2]",0.49999999999999994
17660e,round_1,"e,n,c","[1, 2, 3]","[1, 2, 3]",1.0
17753n,round_1,"e,n,c","[2, 1, 1]","[2, 1, 3]",0.0
18189e,round_1,"e,n,c","[2, 1, 2]","[1, 1, 2]",0.49999999999999994
18428n,round_1,"e,n,c","[2, 1, 1]","[1, 2, 3]",-0.816496580927726
19208c,round_1,"e,n,c","[2, 1, 1]","[2, 2, 1]",0.49999999999999994
19578n,round_1,"e,n,c","[2, 1, 2]","[3, 1, 2]",0.816496580927726
19668c,round_1,"e,n,c","[3, 1, 2]","[2, 2, 1]",0.0
19768c,round_1,"e,n,c","[2, 1, 1]","[3, 1, 2]",0.816496580927726
19803e,round_1,"e,n,c","[2, 1, 3]","[1, 2, 3]",0.33333333333333337
19921n,round_1,"e,n,c","[2, 1, 2]","[1, 1, 2]",0.49999999999999994
19c,round_1,"e,n,c","[3, 2, 1]","[3, 1, 2]",0.33333333333333337
20181n,round_1,"e,n,c","[3, 1, 2]","[2, 1, 2]",0.816496580927726
21297n,round_1,"e,n,c","[1, 1, 1]","[1, 1, 2]",
2133n,round_1,"e,n,c","[3, 1, 2]","[2, 1, 1]",0.816496580927726
21340n,round_1,"e,n,c","[2, 1, 1]","[2, 1, 2]",0.49999999999999994
21810n,round_1,"e,n,c","[1, 1, 1]","[2, 1, 3]",
21834e,round_1,"e,n,c","[2, 1, 2]","[1, 2, 2]",-0.49999999999999994
21957n,round_1,"e,n,c","[3, 2, 1]","[2, 1, 2]",0.0
22235n,round_1,"e,n,c","[1, 1, 1]","[1, 2, 3]",
22436n,round_1,"e,n,c","[3, 1, 2]","[2, 1, 2]",0.816496580927726
22587e,round_1,"e,n,c","[2, 3, 1]","[1, 2, 2]",0.0
2262n,round_1,"e,n,c","[2, 1, 3]","[2, 1, 2]",0.816496580927726
22938e,round_1,"e,n,c","[1, 1, 2]","[2, 1, 3]",0.816496580927726
23280e,round_1,"e,n,c","[2, 1, 2]","[2, 1, 3]",0.816496580927726
23280n,round_1,"e,n,c","[3, 1, 2]","[2, 1, 2]",0.816496580927726
23414c,round_1,"e,n,c","[2, 1, 1]","[2, 1, 1]",0.9999999999999999
23583e,round_1,"e,n,c","[3, 1, 2]","[2, 2, 1]",0.0
23642n,round_1,"e,n,c","[2, 1, 1]","[2, 1, 2]",0.49999999999999994
23751c,round_1,"e,n,c","[3, 1, 2]","[2, 1, 2]",0.816496580927726
23751e,round_1,"e,n,c","[2, 1, 3]","[1, 2, 1]",-0.816496580927726
23769n,round_1,"e,n,c","[2, 1, 1]","[2, 1, 2]",0.49999999999999994
23901e,round_1,"e,n,c","[2, 1, 1]","[1, 1, 2]",-0.49999999999999994
24103n,round_1,"e,n,c","[2, 2, 1]","[2, 1, 2]",-0.49999999999999994
24126n,round_1,"e,n,c","[2, 1, 3]","[2, 1, 2]",0.816496580927726
24163e,round_1,"e,n,c","[2, 1, 1]","[2, 1, 3]",0.0
24385e,round_1,"e,n,c","[2, 1, 2]","[2, 1, 2]",0.9999999999999999
25304n,round_1,"e,n,c","[3, 1, 2]","[2, 2, 1]",0.0
25437n,round_1,"e,n,c","[3, 1, 2]","[2, 1, 3]",0.33333333333333337
26142n,round_1,"e,n,c","[1, 2, 2]","[1, 3, 2]",0.816496580927726
26143n,round_1,"e,n,c","[3, 1, 2]","[2, 2, 1]",0.0
26372n,round_1,"e,n,c","[1, 1, 1]","[2, 1, 2]",
26495e,round_1,"e,n,c","[3, 1, 2]","[1, 2, 2]",-0.816496580927726
27022c,round_1,"e,n,c","[1, 1, 1]","[1, 3, 2]",
27287c,round_1,"e,n,c","[3, 1, 2]","[2, 1, 2]",0.816496580927726
27335e,round_1,"e,n,c","[1, 1, 2]","[1, 2, 3]",0.816496580927726
28306c,round_1,"e,n,c","[2, 1, 1]","[2, 2, 1]",0.49999999999999994
28456n,round_1,"e,n,c","[2, 1, 1]","[3, 1, 2]",0.816496580927726
28507n,round_1,"e,n,c","[1, 1, 1]","[1, 2, 2]",
28601n,round_1,"e,n,c","[2, 1, 2]","[1, 1, 2]",0.49999999999999994
